temp,location,clouds,pressure,rain,humidity,wind,datetime
43.13,Financial District,0.33,1029.36,,0.64,4.2,14-12-2018 19:45:02
43.11,South Station,0.33,1029.36,,0.64,4.2,14-12-2018 19:45:02
23.63,Boston University,0.34,1034.01,,0.61,2.97,13-12-2018 14:45:02
23.81,Fenway,0.34,1034.01,,0.6,2.97,13-12-2018 14:45:02
24.72,Financial District,0.33,1034.01,,0.59,3.03,13-12-2018 14:45:02
23.89,North End,0.32,1034.02,,0.61,3.03,13-12-2018 14:45:02
23.85,North Station,0.33,1034.02,,0.61,3.02,13-12-2018 14:45:02
23.87,Northeastern University,0.34,1034.0,,0.6,2.98,13-12-2018 14:45:02
24.77,South Station,0.33,1034.01,,0.59,3.03,13-12-2018 14:45:02
23.81,West End,0.33,1034.02,,0.61,3.02,13-12-2018 14:45:02
40.38,Boston University,0.91,1013.79,,0.93,2.59,26-11-2018 05:29:17
40.4,Haymarket Square,0.92,1013.8,,0.93,2.7,26-11-2018 05:29:17
40.44,North End,0.92,1013.8,,0.93,2.71,26-11-2018 05:29:17
40.15,Northeastern University,0.91,1013.79,,0.94,2.75,26-11-2018 05:29:17
37.97,Beacon Hill,0.53,1023.52,,0.71,2.34,01-12-2018 22:52:55
37.97,Boston University,0.53,1023.52,,0.71,2.39,01-12-2018 22:52:55
37.82,West End,0.53,1023.52,,0.72,2.32,01-12-2018 22:52:55
32.13,Beacon Hill,0.59,1034.09,,0.62,1.38,13-12-2018 20:45:02
32.12,Boston University,0.61,1034.09,,0.61,1.22,13-12-2018 20:45:02
32.1,West End,0.59,1034.09,,0.62,1.39,13-12-2018 20:45:02
38.29,North Station,0.59,997.44,,0.72,10.4,29-11-2018 01:24:46
40.51,Back Bay,1.0,992.59,,0.66,9.88,28-11-2018 19:32:07
40.52,Beacon Hill,1.0,992.58,,0.66,9.92,28-11-2018 19:32:07
40.63,Boston University,1.0,992.61,,0.66,9.77,28-11-2018 19:32:07
40.3,Fenway,1.0,992.61,,0.67,9.81,28-11-2018 19:32:07
41.01,Financial District,1.0,992.57,,0.65,9.99,28-11-2018 19:32:07
40.62,Haymarket Square,1.0,992.54,,0.66,9.88,28-11-2018 19:32:07
40.54,North End,1.0,992.56,,0.66,9.98,28-11-2018 19:32:07
40.56,North Station,1.0,992.54,,0.66,9.86,28-11-2018 19:32:07
40.42,Northeastern University,1.0,992.58,,0.66,9.79,28-11-2018 19:32:07
40.97,South Station,1.0,992.57,,0.65,9.99,28-11-2018 19:32:07
40.46,Theatre District,1.0,992.55,,0.66,9.87,28-11-2018 19:32:07
40.38,West End,1.0,992.57,,0.67,9.93,28-11-2018 19:32:07
40.54,Beacon Hill,1.0,1014.18,,0.91,1.32,26-11-2018 06:24:04
43.95,Financial District,1.0,1014.18,,0.8,1.38,26-11-2018 06:24:04
40.35,Northeastern University,1.0,1014.16,,0.92,1.26,26-11-2018 06:24:04
40.46,West End,1.0,1014.18,,0.92,1.34,26-11-2018 06:24:04
43.96,Back Bay,1.0,1006.26,0.0497,0.9,9.86,27-11-2018 00:17:14
43.93,Beacon Hill,1.0,1006.28,0.0288,0.9,9.99,27-11-2018 00:17:14
43.98,Boston University,1.0,1006.25,0.0272,0.9,9.63,27-11-2018 00:17:14
43.88,Fenway,1.0,1006.24,0.0521,0.9,9.64,27-11-2018 00:17:14
44.84,Financial District,1.0,1006.28,0.0298,0.87,10.13,27-11-2018 00:17:14
43.94,Haymarket Square,1.0,1006.29,0.0425,0.9,10.12,27-11-2018 00:17:14
43.97,North End,1.0,1006.29,0.0323,0.9,10.16,27-11-2018 00:17:14
44.82,South Station,1.0,1006.27,0.0423,0.87,10.11,27-11-2018 00:17:14
43.88,Theatre District,1.0,1006.27,0.044,0.91,10.03,27-11-2018 00:17:14
43.88,West End,1.0,1006.29,0.0298,0.91,10.05,27-11-2018 00:17:14
40.61,Boston University,0.92,1013.75,,0.92,2.85,26-11-2018 05:13:04
40.61,Financial District,0.93,1013.76,,0.92,3.12,26-11-2018 05:13:04
40.65,Haymarket Square,0.93,1013.77,,0.92,3.0,26-11-2018 05:13:04
40.6,North Station,0.93,1013.77,,0.92,2.95,26-11-2018 05:13:04
40.58,South Station,0.93,1013.76,,0.92,3.16,26-11-2018 05:13:04
40.54,West End,0.93,1013.77,,0.92,2.96,26-11-2018 05:13:04
42.36,Back Bay,0.44,1022.64,,0.57,0.92,01-12-2018 18:52:54
42.29,Beacon Hill,0.45,1022.64,,0.57,0.93,01-12-2018 18:52:54
42.29,Boston University,0.43,1022.64,,0.57,0.88,01-12-2018 18:52:54
42.46,Fenway,0.44,1022.64,,0.57,0.9,01-12-2018 18:52:54
42.41,Financial District,0.45,1022.63,,0.57,0.96,01-12-2018 18:52:54
42.4,Haymarket Square,0.45,1022.63,,0.57,0.94,01-12-2018 18:52:54
42.41,North End,0.45,1022.63,,0.57,0.95,01-12-2018 18:52:54
42.45,North Station,0.45,1022.63,,0.57,0.93,01-12-2018 18:52:54
42.49,Northeastern University,0.44,1022.64,,0.57,0.92,01-12-2018 18:52:54
42.45,South Station,0.45,1022.63,,0.57,0.97,01-12-2018 18:52:54
42.48,Theatre District,0.45,1022.64,,0.57,0.95,01-12-2018 18:52:54
42.42,West End,0.45,1022.63,,0.57,0.93,01-12-2018 18:52:54
43.83,Back Bay,0.97,1005.9,0.2173,0.91,10.93,27-11-2018 00:42:13
43.79,Beacon Hill,0.97,1005.92,0.1402,0.91,11.07,27-11-2018 00:42:13
43.89,Boston University,0.98,1005.89,0.2112,0.91,10.64,27-11-2018 00:42:13
43.71,Fenway,0.98,1005.87,0.2002,0.92,10.68,27-11-2018 00:42:13
45.03,Financial District,0.97,1005.92,0.1298,0.87,11.24,27-11-2018 00:42:13
43.76,Haymarket Square,0.97,1005.94,0.139,0.92,11.22,27-11-2018 00:42:13
43.79,North End,0.97,1005.94,0.1386,0.92,11.27,27-11-2018 00:42:13
43.73,North Station,0.97,1005.94,0.1438,0.92,11.17,27-11-2018 00:42:13
43.68,Northeastern University,0.98,1005.87,0.1407,0.92,10.81,27-11-2018 00:42:13
45.0,South Station,0.97,1005.92,0.1252,0.87,11.24,27-11-2018 00:42:13
43.67,Theatre District,0.97,1005.91,0.2231,0.92,11.13,27-11-2018 00:42:13
43.69,West End,0.97,1005.93,0.2361,0.92,11.12,27-11-2018 00:42:13
41.05,Back Bay,1.0,991.92,,0.64,9.5,28-11-2018 19:06:23
41.02,Beacon Hill,1.0,991.91,,0.64,9.52,28-11-2018 19:06:23
41.1,Boston University,1.0,991.93,,0.64,9.41,28-11-2018 19:06:23
41.26,Financial District,1.0,991.9,,0.64,9.58,28-11-2018 19:06:23
40.99,Haymarket Square,1.0,991.9,,0.64,9.56,28-11-2018 19:06:23
41.03,North End,1.0,991.9,,0.64,9.58,28-11-2018 19:06:23
40.94,North Station,1.0,991.9,,0.64,9.54,28-11-2018 19:06:23
40.87,Northeastern University,1.0,991.93,,0.64,9.47,28-11-2018 19:06:23
40.89,West End,1.0,991.9,,0.64,9.53,28-11-2018 19:06:23
40.51,Haymarket Square,1.0,1014.19,,0.91,1.27,26-11-2018 06:16:44
43.89,South Station,1.0,1014.18,,0.8,1.28,26-11-2018 06:16:44
40.67,Boston University,0.94,1013.78,,0.92,2.45,26-11-2018 04:49:36
40.72,Haymarket Square,0.95,1013.8,,0.92,2.58,26-11-2018 04:49:36
40.6,Northeastern University,0.94,1013.78,,0.92,2.63,26-11-2018 04:49:36
40.68,South Station,0.95,1013.79,,0.92,2.72,26-11-2018 04:49:36
40.63,Theatre District,0.95,1013.79,,0.92,2.67,26-11-2018 04:49:36
32.88,South Station,0.0,1013.71,,0.77,5.28,30-11-2018 04:53:00
41.05,Boston University,0.61,991.57,,0.62,9.9,28-11-2018 16:02:08
41.34,Fenway,0.61,991.57,,0.61,9.94,28-11-2018 16:02:08
41.22,Haymarket Square,0.63,991.56,,0.62,9.89,28-11-2018 16:02:08
41.22,North End,0.63,991.55,,0.62,9.88,28-11-2018 16:02:08
41.26,North Station,0.63,991.56,,0.62,9.87,28-11-2018 16:02:08
37.86,Back Bay,0.11,1017.43,,0.68,2.71,30-11-2018 14:52:54
37.74,Beacon Hill,0.11,1017.43,,0.68,2.69,30-11-2018 14:52:54
37.78,Boston University,0.12,1017.43,,0.68,2.67,30-11-2018 14:52:54
37.98,Fenway,0.12,1017.43,,0.68,2.7,30-11-2018 14:52:54
37.04,Financial District,0.11,1017.43,,0.7,2.72,30-11-2018 14:52:54
37.84,Haymarket Square,0.11,1017.43,,0.68,2.7,30-11-2018 14:52:54
37.85,North End,0.11,1017.43,,0.68,2.7,30-11-2018 14:52:54
37.9,North Station,0.11,1017.43,,0.68,2.68,30-11-2018 14:52:54
37.99,Northeastern University,0.12,1017.43,,0.68,2.72,30-11-2018 14:52:54
37.06,South Station,0.11,1017.43,,0.7,2.73,30-11-2018 14:52:54
37.88,Theatre District,0.11,1017.43,,0.68,2.72,30-11-2018 14:52:54
37.87,West End,0.11,1017.43,,0.68,2.69,30-11-2018 14:52:54
38.42,West End,0.55,997.77,,0.7,10.25,29-11-2018 01:59:52
41.27,Back Bay,1.0,992.59,,0.64,9.18,28-11-2018 20:02:07
41.25,Beacon Hill,1.0,992.58,,0.64,9.18,28-11-2018 20:02:07
41.54,Boston University,1.0,992.6,,0.63,9.07,28-11-2018 20:02:07
41.14,Fenway,1.0,992.61,,0.64,9.14,28-11-2018 20:02:07
41.64,Financial District,1.0,992.57,,0.63,9.26,28-11-2018 20:02:07
41.2,Haymarket Square,1.0,992.57,,0.64,9.2,28-11-2018 20:02:07
41.23,North End,1.0,992.56,,0.64,9.21,28-11-2018 20:02:07
41.16,North Station,1.0,992.57,,0.64,9.17,28-11-2018 20:02:07
41.11,Northeastern University,1.0,992.6,,0.64,9.2,28-11-2018 20:02:07
41.61,South Station,1.0,992.57,,0.63,9.28,28-11-2018 20:02:07
41.09,Theatre District,1.0,992.58,,0.64,9.25,28-11-2018 20:02:07
41.12,West End,1.0,992.57,,0.64,9.17,28-11-2018 20:02:07
42.73,South Station,0.9,1018.83,0.007,0.73,9.71,16-12-2018 16:45:07
42.12,Back Bay,1.0,1013.08,0.005,0.76,10.68,16-12-2018 21:45:01
41.95,Beacon Hill,0.95,1013.19,0.005,0.77,10.64,16-12-2018 21:45:01
42.17,Boston University,0.96,1013.18,0.003,0.76,10.38,16-12-2018 21:45:01
41.96,Fenway,1.0,1013.06,0.004,0.77,10.57,16-12-2018 21:45:01
43.15,Financial District,0.95,1013.18,0.004,0.73,10.81,16-12-2018 21:45:01
41.99,Haymarket Square,0.95,1013.2,0.004,0.77,10.71,16-12-2018 21:45:01
42.07,North End,1.0,1013.11,0.004,0.76,10.79,16-12-2018 21:45:01
41.97,North Station,1.0,1013.11,0.004,0.76,10.7,16-12-2018 21:45:01
41.91,Northeastern University,0.95,1013.15,0.005,0.77,10.61,16-12-2018 21:45:01
43.13,South Station,1.0,1013.08,0.004,0.73,10.9,16-12-2018 21:45:01
41.87,Theatre District,1.0,1013.08,0.005,0.77,10.82,16-12-2018 21:45:01
41.87,West End,1.0,1013.11,0.005,0.77,10.69,16-12-2018 21:45:01
37.87,Beacon Hill,0.99,1000.16,,0.69,10.0,29-11-2018 06:48:53
37.9,Boston University,0.99,1000.18,,0.69,9.96,29-11-2018 06:48:53
37.84,Fenway,0.99,1000.19,,0.69,10.0,29-11-2018 06:48:53
37.92,North End,0.98,1000.15,,0.69,10.01,29-11-2018 06:48:53
37.86,Northeastern University,0.99,1000.18,,0.69,10.03,29-11-2018 06:48:53
37.85,Theatre District,0.98,1000.16,,0.69,10.04,29-11-2018 06:48:53
45.0,Back Bay,1.0,1012.21,0.003,0.94,6.13,02-12-2018 15:52:54
45.01,Beacon Hill,1.0,1012.22,0.003,0.94,6.24,02-12-2018 15:52:54
44.95,Boston University,1.0,1012.2,0.003,0.94,5.92,02-12-2018 15:52:54
44.86,Fenway,1.0,1012.2,0.003,0.95,5.94,02-12-2018 15:52:54
45.08,Financial District,1.0,1012.22,0.003,0.94,6.37,02-12-2018 15:52:54
44.99,Haymarket Square,1.0,1012.22,0.003,0.95,6.36,02-12-2018 15:52:54
45.03,North End,1.0,1012.22,0.003,0.94,6.4,02-12-2018 15:52:54
44.95,North Station,1.0,1012.22,0.003,0.95,6.33,02-12-2018 15:52:54
44.95,Northeastern University,1.0,1012.2,0.003,0.95,6.02,02-12-2018 15:52:54
45.1,South Station,1.0,1012.21,0.003,0.94,6.35,02-12-2018 15:52:54
44.94,Theatre District,1.0,1012.21,0.003,0.95,6.27,02-12-2018 15:52:54
44.9,West End,1.0,1012.22,0.003,0.95,6.29,02-12-2018 15:52:54
36.05,Back Bay,0.73,991.32,,0.72,7.65,28-11-2018 12:32:07
36.02,Beacon Hill,0.73,991.31,,0.72,7.69,28-11-2018 12:32:07
35.98,Boston University,0.73,991.33,,0.72,7.5,28-11-2018 12:32:07
35.95,Fenway,0.73,991.33,,0.72,7.56,28-11-2018 12:32:07
36.63,Financial District,0.73,991.3,,0.7,7.79,28-11-2018 12:32:07
36.08,Haymarket Square,0.73,991.29,,0.72,7.76,28-11-2018 12:32:07
36.11,North End,0.73,991.29,,0.72,7.78,28-11-2018 12:32:07
36.05,North Station,0.73,991.29,,0.72,7.72,28-11-2018 12:32:07
35.94,Northeastern University,0.72,991.33,,0.72,7.63,28-11-2018 12:32:07
36.61,South Station,0.72,991.3,,0.7,7.8,28-11-2018 12:32:07
35.97,Theatre District,0.72,991.31,,0.72,7.74,28-11-2018 12:32:07
35.99,West End,0.73,991.3,,0.72,7.71,28-11-2018 12:32:07
38.0,Beacon Hill,0.46,999.24,,0.7,10.09,29-11-2018 05:17:35
38.03,Boston University,0.44,999.27,,0.7,9.93,29-11-2018 05:17:35
37.75,Fenway,0.44,999.27,,0.7,9.97,29-11-2018 05:17:35
38.27,Financial District,0.47,999.23,,0.69,10.18,29-11-2018 05:17:35
37.96,Haymarket Square,0.47,999.23,,0.7,10.14,29-11-2018 05:17:35
38.0,North End,0.47,999.23,,0.7,10.16,29-11-2018 05:17:35
37.71,Northeastern University,0.45,999.26,,0.7,10.04,29-11-2018 05:17:35
38.19,South Station,0.47,999.24,,0.69,10.19,29-11-2018 05:17:35
37.74,Theatre District,0.46,999.24,,0.7,10.14,29-11-2018 05:17:35
37.83,West End,0.46,999.24,,0.7,10.1,29-11-2018 05:17:35
38.21,Fenway,0.37,1022.55,,0.77,7.73,16-12-2018 09:45:02
38.39,West End,0.26,1022.38,,0.76,7.81,16-12-2018 09:45:02
37.66,Back Bay,0.41,998.66,,0.71,11.18,29-11-2018 03:32:09
37.64,Beacon Hill,0.42,998.65,,0.71,11.23,29-11-2018 03:32:09
37.7,Boston University,0.41,998.68,,0.71,11.0,29-11-2018 03:32:09
37.38,Fenway,0.41,998.68,,0.72,11.06,29-11-2018 03:32:09
39.88,Financial District,0.42,998.64,,0.65,11.35,29-11-2018 03:32:09
37.58,Haymarket Square,0.42,998.64,,0.71,11.3,29-11-2018 03:32:09
37.62,North End,0.42,998.64,,0.71,11.33,29-11-2018 03:32:09
37.5,North Station,0.42,998.65,,0.72,11.26,29-11-2018 03:32:09
37.3,Northeastern University,0.41,998.67,,0.72,11.14,29-11-2018 03:32:09
39.7,South Station,0.44,998.63,,0.66,11.11,29-11-2018 03:32:09
37.33,Theatre District,0.41,998.65,,0.72,11.29,29-11-2018 03:32:09
37.44,West End,0.42,998.65,,0.72,11.24,29-11-2018 03:32:09
29.94,Boston University,0.59,1035.12,,0.69,1.89,14-12-2018 02:45:02
29.95,South Station,0.58,1035.11,,0.7,2.07,14-12-2018 02:45:02
29.85,West End,0.59,1035.12,,0.7,1.94,14-12-2018 02:45:02
42.83,Back Bay,0.35,1029.36,,0.65,4.17,14-12-2018 19:45:01
42.67,Beacon Hill,0.34,1029.36,,0.66,4.18,14-12-2018 19:45:01
42.79,Fenway,0.36,1029.36,,0.65,4.15,14-12-2018 19:45:01
42.73,Haymarket Square,0.34,1029.36,,0.65,4.19,14-12-2018 19:45:01
42.76,North End,0.33,1029.36,,0.65,4.2,14-12-2018 19:45:01
42.7,North Station,0.34,1029.36,,0.65,4.18,14-12-2018 19:45:01
42.76,Northeastern University,0.35,1029.36,,0.66,4.16,14-12-2018 19:45:01
42.62,Theatre District,0.34,1029.36,,0.66,4.19,14-12-2018 19:45:01
42.62,West End,0.34,1029.36,,0.66,4.18,14-12-2018 19:45:01
44.64,Back Bay,0.97,1008.11,0.048,0.87,9.19,26-11-2018 22:35:21
44.64,Beacon Hill,0.97,1008.13,0.069,0.87,9.21,26-11-2018 22:35:21
45.51,Financial District,0.97,1008.13,0.073,0.84,9.32,26-11-2018 22:35:21
44.68,Haymarket Square,0.97,1008.14,0.0866,0.87,9.26,26-11-2018 22:35:21
44.63,North Station,0.97,1008.14,0.0866,0.87,9.22,26-11-2018 22:35:21
44.51,Northeastern University,0.97,1008.09,0.0332,0.88,9.19,26-11-2018 22:35:21
44.59,Theatre District,0.97,1008.12,0.0607,0.87,9.29,26-11-2018 22:35:21
44.59,West End,0.97,1008.14,0.0782,0.87,9.21,26-11-2018 22:35:21
40.7,Back Bay,0.56,1024.63,,0.71,6.53,16-12-2018 03:45:01
40.62,Beacon Hill,0.55,1024.64,,0.71,6.55,16-12-2018 03:45:01
40.65,Boston University,0.57,1024.63,,0.7,6.35,16-12-2018 03:45:01
40.47,Fenway,0.57,1024.63,,0.71,6.43,16-12-2018 03:45:01
41.86,Financial District,0.55,1024.64,,0.68,6.68,16-12-2018 03:45:01
40.62,Haymarket Square,0.55,1024.65,,0.71,6.61,16-12-2018 03:45:01
40.69,North End,0.55,1024.65,,0.71,6.63,16-12-2018 03:45:01
40.54,North Station,0.55,1024.65,,0.71,6.56,16-12-2018 03:45:01
40.48,Northeastern University,0.57,1024.63,,0.71,6.53,16-12-2018 03:45:01
41.84,South Station,0.55,1024.64,,0.68,6.7,16-12-2018 03:45:01
40.49,Theatre District,0.56,1024.64,,0.71,6.64,16-12-2018 03:45:01
40.46,West End,0.55,1024.64,,0.71,6.55,16-12-2018 03:45:01
44.55,Back Bay,0.91,1009.01,0.004,0.86,9.41,26-11-2018 21:35:08
44.32,Fenway,0.91,1008.99,0.003,0.87,9.36,26-11-2018 21:35:08
45.31,Financial District,0.91,1009.03,0.0003,0.83,9.5,26-11-2018 21:35:08
44.48,North Station,0.92,1009.04,0.0003,0.86,9.41,26-11-2018 21:35:08
44.33,Northeastern University,0.91,1008.99,0.0041,0.87,9.42,26-11-2018 21:35:08
45.27,South Station,0.91,1009.02,0.003,0.83,9.52,26-11-2018 21:35:08
44.42,West End,0.92,1009.03,0.0031,0.86,9.41,26-11-2018 21:35:08
40.63,Back Bay,0.86,1014.17,,0.93,2.59,26-11-2018 04:41:38
40.49,North Station,0.86,1014.18,,0.93,2.56,26-11-2018 04:41:38
43.88,Back Bay,1.0,1023.58,,0.9,6.22,15-12-2018 04:45:01
43.95,Boston University,1.0,1023.65,,0.89,6.15,15-12-2018 04:45:01
43.72,Fenway,1.0,1023.66,,0.9,6.19,15-12-2018 04:45:01
43.66,Haymarket Square,1.0,1023.74,,0.9,6.21,15-12-2018 04:45:01
43.69,North End,1.0,1023.74,,0.9,6.22,15-12-2018 04:45:01
43.71,Northeastern University,1.0,1023.58,,0.91,6.24,15-12-2018 04:45:01
43.56,Theatre District,1.0,1023.75,,0.91,6.23,15-12-2018 04:45:01
48.88,Back Bay,1.0,1002.54,,0.93,2.58,03-12-2018 00:52:54
48.77,Beacon Hill,1.0,1002.54,,0.93,2.6,03-12-2018 00:52:54
48.84,Boston University,1.0,1002.54,,0.93,2.53,03-12-2018 00:52:54
48.82,Fenway,1.0,1002.54,,0.93,2.54,03-12-2018 00:52:54
49.62,Financial District,1.0,1002.54,,0.91,2.63,03-12-2018 00:52:54
48.74,Haymarket Square,1.0,1002.54,,0.93,2.62,03-12-2018 00:52:54
48.76,North End,1.0,1002.54,,0.93,2.63,03-12-2018 00:52:54
48.69,North Station,1.0,1002.54,,0.93,2.61,03-12-2018 00:52:54
48.23,Northeastern University,1.0,1002.6,,0.94,2.58,03-12-2018 00:52:54
49.63,South Station,1.0,1002.54,,0.91,2.63,03-12-2018 00:52:54
48.76,Theatre District,1.0,1002.54,,0.94,2.61,03-12-2018 00:52:54
48.67,West End,1.0,1002.54,,0.93,2.61,03-12-2018 00:52:54
46.02,Boston University,0.92,1010.86,,0.83,8.67,26-11-2018 19:35:09
45.8,Fenway,0.92,1010.86,,0.83,8.67,26-11-2018 19:35:09
45.76,Northeastern University,0.92,1010.86,,0.83,8.65,26-11-2018 19:35:09
40.89,Back Bay,1.0,1014.75,,0.93,1.25,26-11-2018 09:29:09
40.87,Beacon Hill,1.0,1014.75,,0.93,1.23,26-11-2018 09:29:09
40.86,Boston University,1.0,1014.75,,0.93,1.45,26-11-2018 09:29:09
40.72,Fenway,1.0,1014.75,,0.94,1.36,26-11-2018 09:29:09
42.06,Financial District,1.0,1014.75,,0.89,1.1,26-11-2018 09:29:09
40.88,Haymarket Square,1.0,1014.75,,0.93,1.18,26-11-2018 09:29:09
40.91,North End,1.0,1014.75,,0.93,1.16,26-11-2018 09:29:09
40.83,North Station,1.0,1014.75,,0.93,1.24,26-11-2018 09:29:09
40.77,Northeastern University,1.0,1014.74,,0.94,1.26,26-11-2018 09:29:09
42.06,South Station,1.0,1014.75,,0.89,1.07,26-11-2018 09:29:09
40.81,Theatre District,1.0,1014.75,,0.94,1.14,26-11-2018 09:29:09
40.78,West End,1.0,1014.75,,0.94,1.24,26-11-2018 09:29:09
41.04,Boston University,0.62,991.58,,0.62,9.97,28-11-2018 16:06:22
41.33,Fenway,0.61,991.58,,0.61,10.01,28-11-2018 16:06:22
41.2,Haymarket Square,0.64,991.56,,0.62,9.96,28-11-2018 16:06:22
41.17,South Station,0.63,991.57,,0.62,10.01,28-11-2018 16:06:22
41.23,West End,0.63,991.57,,0.62,9.95,28-11-2018 16:06:22
45.26,Back Bay,0.89,1021.8,,0.91,4.45,15-12-2018 11:45:01
45.23,Boston University,0.89,1021.81,,0.91,4.37,15-12-2018 11:45:01
45.14,Fenway,0.89,1021.81,,0.92,4.38,15-12-2018 11:45:01
45.32,Haymarket Square,0.89,1021.79,,0.91,4.54,15-12-2018 11:45:01
45.33,North End,0.89,1021.79,,0.91,4.55,15-12-2018 11:45:01
45.3,North Station,0.88,1021.79,,0.91,4.52,15-12-2018 11:45:01
45.29,Theatre District,0.89,1021.8,,0.91,4.51,15-12-2018 11:45:01
40.97,Back Bay,1.0,993.21,,0.65,9.76,28-11-2018 20:32:09
40.87,North End,1.0,993.27,,0.65,9.89,28-11-2018 20:32:09
40.62,Theatre District,1.0,993.29,,0.66,9.91,28-11-2018 20:32:09
35.37,Haymarket Square,0.24,991.72,,0.78,6.57,28-11-2018 06:34:29
35.31,North Station,0.24,991.71,,0.78,6.54,28-11-2018 06:34:29
35.3,Northeastern University,0.25,991.59,,0.79,6.56,28-11-2018 06:34:29
35.35,Theatre District,0.24,991.57,,0.79,6.64,28-11-2018 06:34:29
35.38,West End,0.24,991.56,,0.79,6.59,28-11-2018 06:34:29
37.64,Back Bay,0.53,1023.02,,0.67,4.82,01-12-2018 14:52:54
37.52,Beacon Hill,0.54,1023.02,,0.67,4.85,01-12-2018 14:52:54
37.45,Boston University,0.53,1023.03,,0.68,4.75,01-12-2018 14:52:54
37.78,Fenway,0.53,1023.03,,0.67,4.77,01-12-2018 14:52:54
36.79,Financial District,0.54,1023.02,,0.69,4.9,01-12-2018 14:52:54
37.67,Haymarket Square,0.54,1023.02,,0.67,4.89,01-12-2018 14:52:54
37.67,North End,0.54,1023.02,,0.67,4.9,01-12-2018 14:52:54
37.74,North Station,0.54,1023.02,,0.67,4.88,01-12-2018 14:52:54
37.8,Northeastern University,0.53,1023.03,,0.67,4.8,01-12-2018 14:52:54
36.82,South Station,0.54,1023.02,,0.69,4.9,01-12-2018 14:52:54
37.73,Theatre District,0.54,1023.02,,0.67,4.87,01-12-2018 14:52:54
37.71,West End,0.54,1023.02,,0.67,4.87,01-12-2018 14:52:54
43.59,Back Bay,0.58,1006.74,,0.54,11.22,29-11-2018 15:52:54
43.47,Beacon Hill,0.59,1006.74,,0.55,11.3,29-11-2018 15:52:54
43.52,Boston University,0.57,1006.75,,0.55,11.11,29-11-2018 15:52:54
43.8,Fenway,0.57,1006.75,,0.54,11.11,29-11-2018 15:52:54
43.55,Financial District,0.59,1006.73,,0.55,11.37,29-11-2018 15:52:54
43.59,Haymarket Square,0.59,1006.73,,0.54,11.38,29-11-2018 15:52:54
43.59,North End,0.6,1006.73,,0.54,11.4,29-11-2018 15:52:54
43.66,North Station,0.59,1006.74,,0.54,11.36,29-11-2018 15:52:54
43.84,Northeastern University,0.57,1006.74,,0.54,11.15,29-11-2018 15:52:54
43.62,South Station,0.59,1006.73,,0.54,11.35,29-11-2018 15:52:54
43.74,Theatre District,0.59,1006.74,,0.54,11.31,29-11-2018 15:52:54
43.64,West End,0.59,1006.74,,0.54,11.33,29-11-2018 15:52:54
33.77,Financial District,0.12,991.21,,0.82,5.41,28-11-2018 09:48:15
33.56,North End,0.12,991.2,,0.83,5.39,28-11-2018 09:48:15
33.48,North Station,0.12,991.2,,0.83,5.36,28-11-2018 09:48:15
33.43,Northeastern University,0.12,991.23,,0.83,5.36,28-11-2018 09:48:15
33.77,South Station,0.12,991.21,,0.82,5.42,28-11-2018 09:48:15
41.61,Back Bay,0.91,1028.96,,0.7,4.51,14-12-2018 20:45:01
41.74,Boston University,0.92,1028.95,,0.7,4.46,14-12-2018 20:45:01
41.48,Fenway,0.92,1028.96,,0.7,4.47,14-12-2018 20:45:01
42.12,Financial District,0.91,1028.96,,0.69,4.56,14-12-2018 20:45:01
41.42,Haymarket Square,0.91,1028.96,,0.7,4.56,14-12-2018 20:45:01
41.48,North End,0.91,1028.96,,0.7,4.57,14-12-2018 20:45:01
41.39,North Station,0.91,1028.96,,0.7,4.55,14-12-2018 20:45:01
41.46,Northeastern University,0.92,1028.96,,0.7,4.49,14-12-2018 20:45:01
41.33,Theatre District,0.91,1028.96,,0.71,4.54,14-12-2018 20:45:01
41.3,West End,0.91,1028.96,,0.71,4.54,14-12-2018 20:45:01
53.17,Back Bay,0.85,999.29,,0.54,9.83,03-12-2018 18:52:54
53.12,Beacon Hill,0.85,999.29,,0.54,9.87,03-12-2018 18:52:54
53.17,Boston University,0.85,999.29,,0.54,9.8,03-12-2018 18:52:54
52.99,Fenway,0.85,999.3,,0.55,9.79,03-12-2018 18:52:54
53.35,Financial District,0.85,999.28,,0.54,9.89,03-12-2018 18:52:54
53.07,Haymarket Square,0.85,999.28,,0.55,9.9,03-12-2018 18:52:54
53.11,North End,0.85,999.28,,0.54,9.91,03-12-2018 18:52:54
53.0,North Station,0.85,999.28,,0.55,9.9,03-12-2018 18:52:54
52.99,Northeastern University,0.85,999.3,,0.55,9.8,03-12-2018 18:52:54
53.31,South Station,0.85,999.29,,0.54,9.88,03-12-2018 18:52:54
52.95,Theatre District,0.85,999.29,,0.55,9.86,03-12-2018 18:52:54
52.97,West End,0.85,999.28,,0.55,9.89,03-12-2018 18:52:54
45.61,Back Bay,0.42,1022.0,,0.69,7.36,15-12-2018 22:45:02
46.69,Financial District,0.43,1022.0,,0.67,7.53,15-12-2018 22:45:02
46.62,South Station,0.42,1022.0,,0.67,7.55,15-12-2018 22:45:02
45.13,Theatre District,0.42,1022.0,,0.71,7.48,15-12-2018 22:45:02
41.01,Back Bay,1.0,1014.58,,0.92,1.81,26-11-2018 09:05:10
40.97,Beacon Hill,1.0,1014.59,,0.92,1.8,26-11-2018 09:05:10
40.95,Boston University,1.0,1014.59,,0.92,1.89,26-11-2018 09:05:10
